04,04096,,だいず　［全粒・全粒製品］　きな粉、脱皮大豆、青大豆,0,440,1840,5.2,36.6,33.8,24.6,23.0,3.29,5.43,13.32,1,28.3,6.8,5.5,2.1,13.1,20.8,5.3,1,2100,190,220,700,6.7,4.1,1.19,2.63,Tr,7,3,380,(0),9,66,1,71,6,(0),7.5,1.4,18.7,6.1,81,0.48,0.27,2.1,10.7,0.56,(0),210,0.93,30.6,Tr,0,-,-,-,-,-,-,-,-,1.9,-
04,04032,292,だいず　［豆腐・油揚げ類］　木綿豆腐,0,80,334,85.9,7.0,6.6,4.9,4.5,0.79,0.92,2.60,0,1.5,0.8,0.5,0.2,0.3,1.1,0.7,9,110,93,57,88,1.5,0.6,0.16,0.41,6,4,4,44,(0),0,Tr,0,Tr,0,(0),0.2,Tr,2.9,1.3,6,0.09,0.04,0.2,1.9,0.05,(0),12,0.02,4.1,0,0,-,-,-,-,-,-,-,-,0.2,-
04,04097,,だいず　［豆腐・油揚げ類］　木綿豆腐（凝固剤：塩化マグネシウム）,0,80,334,85.9,7.0,6.6,4.9,4.5,0.79,0.92,2.60,0,1.5,0.8,0.5,0.2,0.3,1.1,0.7,21,110,40,76,88,1.5,0.6,0.16,0.41,6,4,4,44,(0),0,Tr,0,Tr,0,(0),0.2,Tr,2.9,1.3,6,0.09,0.04,0.2,1.9,0.05,(0),12,0.02,4.1,0,0.1,-,-,-,-,-,-,-,-,0.2,-
04,04098,,だいず　［豆腐・油揚げ類］　木綿豆腐（凝固剤：硫酸カルシウム）,0,80,334,85.9,7.0,6.6,4.9,4.5,0.79,0.92,2.60,0,1.5,0.8,0.5,0.2,0.3,1.1,0.7,3,110,150,34,88,1.5,0.6,0.16,0.41,6,4,4,44,(0),0,Tr,0,Tr,0,(0),0.2,Tr,2.9,1.3,6,0.09,0.04,0.2,1.9,0.05,(0),12,0.02,4.1,0,0,-,-,-,-,-,-,-,-,0.2,-
04,04033,293,だいず　［豆腐・油揚げ類］　絹ごし豆腐,0,62,260,88.5,5.3,5.2,3.5,(3.2),(0.57),(0.66),(1.86),(0),2.0,1.0,0.6,0.1,0.3,0.9,0.7,11,150,75,50,68,1.2,0.5,0.16,0.34,1,1,1,69,(0),0,Tr,0,Tr,0,(0),0.1,Tr,2.3,1.0,9,0.11,0.04,0.2,1.6,0.06,(0),12,0.09,3.5,0,0,-,-,-,-,-,-,-,-,0.2,-
04,04099,,だいず　［豆腐・油揚げ類］　絹ごし豆腐（凝固剤：塩化マグネシウム）,0,62,260,88.5,5.3,5.2,3.5,(3.2),(0.57),(0.66),(1.86),(0),2.0,1.0,0.6,0.1,0.3,0.9,0.7,19,150,30,63,68,1.2,0.5,0.16,0.34,1,1,1,69,(0),0,Tr,0,Tr,0,(0),0.1,Tr,2.3,1.0,9,0.11,0.04,0.2,1.6,0.06,(0),12,0.09,3.5,0,0,-,-,-,-,-,-,-,-,0.2,-
04,04100,,だいず　［豆腐・油揚げ類］　絹ごし豆腐（凝固剤：硫酸カルシウム）,0,62,260,88.5,5.3,5.2,3.5,(3.2),(0.57),(0.66),(1.86),(0),2.0,1.0,0.6,0.1,0.3,0.9,0.7,7,150,120,33,68,1.2,0.5,0.16,0.34,1,1,1,69,(0),0,Tr,0,Tr,0,(0),0.1,Tr,2.3,1.0,9,0.11,0.04,0.2,1.6,0.06,(0),12,0.09,3.5,0,0,-,-,-,-,-,-,-,-,0.2,-
05,05046,,チアシード、乾,0,494,2067,6.5,20.0,18.2,33.9,32.7,3.51,2.26,25.52,1,34.5,0.9,1.9,3.8,31.2,36.9,4.7,0,760,570,360,820,7.6,5.9,1.79,4.80,0,11,8,44,(0),0,3,Tr,3,Tr,(0),0.3,0,13.8,0.5,1,0.97,0.25,9.8,14.7,0.42,(0),84,0.53,23.7,1,0,-,-,-,-,-,0.4,-,-,0.8,-
05,05034,383,らっかせい、大粒種、乾,30,560,2344,6.0,25.2,23.5,47.0,46.4,8.25,22.57,13.59,(0),19.4,10.7,0.7,0.6,7.2,8.5,2.3,2,740,49,170,380,1.6,2.3,0.59,1.56,1,20,4,88,(0),0,6,3,8,1,(0),11.4,0.3,7.1,0.3,0,0.41,0.10,19.5,24.1,0.49,(0),76,2.56,92.3,0,0,-,-,-,-,-,-,-,-,0.3,-
05,05035,385,らっかせい、大粒種、いり,30,588,2462,1.7,25.0,23.1,49.6,50.5,9.00,24.54,14.83,(0),21.3,10.8,0.8,0.7,9.8,11.4,2.4,2,760,50,200,390,1.7,3.0,0.69,2.15,1,2,0,96,(0),0,5,3,6,1,(0),10.4,0.3,7.0,0.3,Tr,0.24,0.13,23.1,27.5,0.46,(0),58,2.20,105.0,0,0,-,-,-,-,-,-,-,-,0.4,-
